,0
0.012910340325002611,-0.5
0.02954465673838448,-0.3994818652849741
0.02839005652231995,-0.2989637305699482
0.027236541310551848,-0.19844559585492227
0.026081850626925796,-0.09792746113989642
0.0249282771275673,0.002590673575129543
0.023795324154574558,0.10310880829015545
0.022662437368057918,0.20362694300518125
0.021512060979040713,0.30414507772020716
0.020361342606179274,0.40466321243523307
0.019210290125302173,0.5051813471502591
0.0180589896320947,0.605699481865285
0.016907620061286047,0.7062176165803109
0.015756851464371172,0.8067357512953366
0.014605088080470388,0.9072538860103625
0.013453131145641022,1.0077720207253884
0.012300914456414272,1.1082901554404143
0.011222372052208848,1.2088082901554404
0.010156858162261528,1.3093264248704661
0.009019052398642202,1.4098445595854918
0.007880212994891167,1.5103626943005182
0.006740128830401204,1.610880829015544
0.005598541023644543,1.71139896373057
0.00445515998636381,1.8119170984455955
0.003309694539993302,1.9124352331606218
0.0021618955113495986,2.0129533678756477
0.001011612584719046,2.113471502590673
-0.00014114444830681805,2.213989637305699
-0.001049012638889041,2.314507772020725
-0.0011898580555556684,2.4150259067357513
-0.0012880431944445252,2.515544041450777
-0.0013428737500001025,2.6160621761658027
-0.001353274166664351,2.7165803108808286
-0.001317196111110986,2.817098445595855
-0.001232303055555221,2.917616580310881
-0.0010935054166656866,3.0181347150259064
-0.0008907727777668742,3.1186528497409323
-0.0005173323611191308,3.2191709844559586
-1.9217083329450693e-05,3.3196891191709836
0.00021064722220268825,3.42020725388601
0.00022245500001010299,3.5207253886010363
0.0003,3.6212435233160623
0.000367,3.721761658031088
0.000433,3.822279792746113
0.0005,3.92279792746114
0.000567,4.023316062176166
0.000633,4.123834196891191
0.0007,4.224352331606217
0.000767,4.324870466321244
0.000833,4.4253886010362695
0.0009073308333321609,4.525906735751295
0.0009523491666368948,4.6264248704663204
0.0006400327777995893,4.726943005181346
0.0002861202777894695,4.827461139896373
0.00010706236110879787,4.927979274611398
-2.1151666666783953e-05,5.028497409326424
-0.0001073876388888333,5.12901554404145
-0.00016231847222218282,5.229533678756477
-0.00019258291666656932,5.330051813471503
-0.00019872972222229925,5.430569948186528
-0.0001867131944444723,5.531088082901554
-0.00015848625000003456,5.63160621761658
-0.00011279527777782695,5.732124352331605
-5.4432361111141975e-05,5.832642487046631
1.497444444442615e-05,5.933160621761657
9.573361111111355e-05,6.033678756476684
0.00018746791666663843,6.13419689119171
0.00034502930555553493,6.234715025906736
0.0005670955555555508,6.335233160621762
0.0007969912499999847,6.435751295336787
0.0010308665277777823,6.536269430051813
0.0012696765277777685,6.636787564766839
0.001513497777777768,6.7373056994818645
0.0017591108333333333,6.83782383419689
0.0020083100000000105,6.938341968911917
0.0022593406944444363,7.038860103626943
0.0025104320833333267,7.139378238341967
0.0027621831944444437,7.239896373056994
0.0030154093055555593,7.34041450777202
0.0032667355555555566,7.440932642487046
0.003517792638888886,7.541450777202073
0.003766867916666669,7.641968911917099
0.004014586805555546,7.7424870466321245
0.004261089027777787,7.84300518134715
0.004504672777777771,7.943523316062176
0.004745419722222221,8.0440414507772
0.004983427499999979,8.144559585492226
0.005219891388888913,8.245077720207252
0.005451985416666669,8.34559585492228
0.005680772916666664,8.446113989637306
0.0059067025000000125,8.546632124352332
0.006128853194444445,8.647150259067358
0.00634922513888889,8.747668393782382
0.006564483055555553,8.848186528497408
0.006776685138888892,8.948704663212434
0.006985804999999994,9.04922279792746
0.007192243611111106,9.149740932642487
0.007394417916666661,9.250259067357513
0.007593470416666668,9.350777202072539
0.007789546250000005,9.451295336787565
0.007982384166666672,9.55181347150259
0.008173467083333335,9.652331606217615
0.008360755416666655,9.752849740932641
0.00854528611111113,9.853367875647667
0.008727201666666686,9.953886010362693
0.008907871527777781,10.05440414507772
0.0090851188888889,10.154922279792746
0.009260397638888878,10.255440414507772
0.009433665555555526,10.355958549222796
0.009605038750000005,10.456476683937822
0.009775696666666675,10.556994818652848
0.00994402458333332,10.657512953367874
0.010110816666666682,10.7580310880829
0.01027624180555555,10.858549222797928
0.010441925416666657,10.959067357512954
0.01060559569444447,11.05958549222798
0.01076820777777779,11.160103626943005
0.010930664166666671,11.26062176165803
0.011093708888888871,11.361139896373055
0.011255080694444463,11.461658031088081
0.011416486805555516,11.562176165803107
0.011577964166666663,11.662694300518133
0.011739599861111125,11.76321243523316
0.01190259444444444,11.863730569948187
0.012065166944444448,11.96424870466321
0.012228069305555537,12.064766839378239
0.012392053611111105,12.165284974093263
0.012557027500000014,12.26580310880829
0.012723384027777795,12.366321243523315
0.012890701250000022,12.46683937823834
0.013059306249999986,12.567357512953368
0.01322886125000001,12.667875647668392
0.013401493055555542,12.76839378238342
0.013574518194444463,12.868911917098444
0.013749847083333325,12.969430051813472
0.01392677777777778,13.069948186528496
0.014105706111111114,13.170466321243524
0.01428772972222219,13.270984455958548
0.014471194305555577,13.371502590673574
0.01465667763888889,13.472020725388601
0.014844905416666663,13.572538860103625
0.01503623111111112,13.673056994818653
0.01522890277777778,13.773575129533677
0.015423722500000011,13.874093264248705
0.01562165875000001,13.974611398963729
0.0158217720833333,14.075129533678755
0.01602465083333332,14.17564766839378
0.01622943499999999,14.276165803108807
0.01643628805555554,14.376683937823834
0.01664525222222225,14.477202072538859
0.016857058333333338,14.577720207253886
0.017069790833333313,14.67823834196891
0.0172843125,14.778756476683935
0.017500232777777767,14.879274611398962
0.017717388055555543,14.979792746113988
0.017936646388888908,15.080310880829016
0.018156319166666674,15.18082901554404
0.018310984166666693,15.281347150259068
0.018397677916666626,15.381865284974092
0.01848312083333336,15.48238341968912
0.01856850569444448,15.582901554404145
0.018652882500000023,15.68341968911917
0.018736248611111086,15.783937823834197
0.01881788625000002,15.884455958549221
0.018897879861111144,15.984974093264249
0.018975538055555578,16.085492227979273
0.019050029583333294,16.1860103626943
0.019121665833333377,16.286528497409325
0.019189515277777763,16.387046632124353
0.01925316097222219,16.487564766839377
0.019312088333333328,16.5880829015544
0.019365859305555563,16.68860103626943
0.01941375347222222,16.789119170984453
0.019455480555555554,16.88963730569948
0.0194904758333333,16.990155440414505
0.019517499027777815,17.090673575129532
0.019536552777777758,17.19119170984456
0.01954682430555553,17.291709844559584
0.01954762694444443,17.39222797927461
0.019537857916666686,17.492746113989636
0.019516969999999995,17.593264248704664
0.019484180833333326,17.693782383419688
0.019437943055555545,17.794300518134715
0.019377628888888894,17.89481865284974
0.01930258777777774,17.995336787564764
0.01921006569444446,18.09585492227979
0.0190999230555555,18.196373056994815
0.018968583055555616,18.296891191709843
0.018235819385575083,18.397409326424867
0.017084580677322454,18.497927461139895
0.01593687097208907,18.59844559585492
0.014851505128305575,18.698963730569947
0.013732339276756989,18.799481865284974
0.012611052174932524,18.9
